"title","stars","text"
"Pizza Hut - Union Place","1","Hardly recommend Union place pizza hut. Very slow in serving and taste also is not up to the standard. Went twice and disappointed both times"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Food was tasty and good but restaurant not clean saw a cockroach running under the table"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","👍👍👍"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","5","Good service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Overall a good experience, The food portions are small and the toppings are also less compared to other pizza hut outlets.

Service is somewhat ok.

A good atmosphere had fun with friends."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","good food"
"Pizza Hut - Union Place","5","Best And , sri lankas 1st pizza hut."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","The best place for pizza lovers, it's always buzzing with crowd and excitement! Their lasagna and spaghetti bolognese were equally delicious."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","worst customer service. The stuart has a attitude than the customer NO SERVICE AT ALL ( Srimaly).  Really disappointed as a regular customer of pizza hut. Having second thoughts of coming here again. If you are a new reviewer better avoid. Thanks for ruining our fun day Pizza Hut 👎"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Experienced a very unprofessional act at Union Place Pizza Hut. We placed the order at 2.35 and waited until 3.20 but no one showed up and updated about the order. When we asked the cashier, she looked very irritated by the inquiry and asked to sit back, which we have been patiently doing for 40 mins. Then after 1 hour we asked the waiter who took the order and she said that they are processing a bulk order so it might take another 5 to 10 mins. We waited again and asked to give our bill for drinks so that we can leave. After discussing with the manager they gave the bill.
If they are processing a bulk order, that should have been informed beforehand. And at least should have shown a friendly gesture when we inquired."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Really good atmosphere and friendly staff. best staff ever. ❤️"
"Pizza Hut - Union Place","1","Very poor customer service 😤"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place. Best customer service."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Pour service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Very good service! Quality & standard of Pizza  good compared to other outlets."
"Pizza Hut - Union Place","5","Perfect place with good staff..."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","We were attending for a kids birthday. environment was exceptional. Their service was unmatched."
"Pizza Hut - Union Place","5","Best"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Need more improvements on customer services"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Pizza Hut has been always a great place to have your 🍕. Loved their Masala Magic and Devilled Chicken."
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good taste and large dine space for family's.........."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Its"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Average pizza shop. Might get busy sometimes. Good place to hangout with friend and family."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Cutomer service at union place is terrible...have to wait half hour for staff to come to our order and another half hour come give the bill...and on top of all that not giving the pizza we order and forget what we ordered...bad staff its just chit chat going on with them not doing any work done and not attending cutomers properly...very upset on how things are going on at pizza hut union place..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Focus on Healthy food."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","The atmosphere are very quiet.  Food and service are still top notch.  If you are going to spend some time, this is a very suitable place nearby.  I went on a rainy day, sitting near a glass near the road.  That feeling is amazing.  The music from inside and the silence, the mist clinging to the glass created a different vibe. It was an unforgettable moment with that delicious and hot pizza."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Very friendly staff ❤️"
"Pizza Hut - Union Place","2","Really need to step up with service and food quality"
"Pizza Hut - Union Place","4","A quiet place to have dinner relax and enjoy a meal"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","I really love this place😍❤️. Good and friendly staff❤️❤️."
"Pizza Hut - Union Place","4","Good service and view
A good play area for children
Clean washrooms as well"
"Pizza Hut - Union Place","4","One of the best pizza hut outlets in town. When busy, expect delays in service."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Lovely place"
"Pizza Hut - Union Place","3","Need a wash basin near the dining place, otherwise we need to goto the restroom for wash the hands after meal."
"Pizza Hut - Union Place","5","Good hospitality"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","The pizza at Union place is truly remarkable. Has a good play area, so a good place to host kids' bday parties, has a private area next to play ground as well. Ample parking spaces available. Staff is friendly and efficient."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Had to wait a long time to get the food served, they're too busy with the takeaways."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","The bell is the best"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Spacious place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good service and food"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","good and delicious. The products of pitzza hut used to be big and with lots of cheese but these days, they have decreased the ingredients of pitzza and make little pitzza as you can eat more bread instead of pitzza"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","One of the go to place if you like pizza hut. Has a big dinein area and very friendly staff. And I don't know if it is a thing, they put more toppings than other branches. Maybe it is just me."
"Pizza Hut - Union Place","5","Service and food was fantastic!! 🙂"
"Pizza Hut - Union Place","4","Try out the pan pizza"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","I visited for quick dining..but they took mor than 45 minutes to give my food Oder for dining.. and also there was to much noisy not recommended this outlet for dining..but I don't no about take away or delivery...?"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Polite staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","A great place to dine in to taste the pizza nd related menus.. Environment is good.. Staffs are really friendly and their service is good.."
"Pizza Hut - Union Place","4","Nothing exciting except that it's spacious"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Nice place. It is a Restuarant Pizza Hut branch,so expect to get service Charge."
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Staff were not very interested  in serving customers had to repeat requests a couple of times"
"Pizza Hut - Union Place","5","Very tasty 🤤🍕"
"Pizza Hut - Union Place","5","colonbo"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Wärend wir am Platz sassen, wurden wir weggeschickt, weil der Strom ausgefallen war. Wir konnten nur Take Away bestellen. Als Tourist ist es schwierig das Essen zurück ins Hotel (ca. 5 km entfernt) mitzunehmen."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","A great atmosphere for a dinner out with friends and family there is a play area for kids too therefore parents can leave thm in and spnd some quality time, the service was good and lots of parking space available finally we got a tasty 😋 🍕"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","1","Worst customer service experience i ever had. We ordered pizza and lava cake. But they didn't give lava cake until we finished the pizza. After that we asked them for the cake and they said the forgot the cake and we waited another the 15 mins for the cake. They didn't provide tissues for us."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Staff tried their best. But the service was subpar. Ordered two pizzas and the second one came 25 minutes after the first!"
