"title","stars","text"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Nice"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good treatment from staff.. much appreciated. Couldn't complain in anything except the cheese being bit too much"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Nice place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Excellent service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Good , takes time ,"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place to have something special"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3","Its ok"
"Pizza Hut - Union Place","1","The managers at this store are rude. Specially the younger managers have a big attitude and rude. The new garlic bread supreme is horrible (August2019). Also the new menu has deleted most of the old food items . The managers at this store do not give the pizza hut guest survey discount. Only this Pizza hut does this. This is unacceptable because rest if the other pizza hut  store managers give the discount for the valuable information we provide for the parent Pizza hut company.  It is only Union place pizza hut's managers refuse to give the discount."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Very energetic and good service, weekend and offer times have to wait."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Awesome place"
"Pizza Hut - Union Place","4","Many deals to choose..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Food was amazing. Totally different and better than the other outlets. Loved my visit."
"Pizza Hut - Union Place","4","Ok but the gurd in the playarea is horrible"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","If you have a thing for burnt pizza with extra crust, head to Pizza Hut union place. They will definitely satisfy you"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3","There's a long waiting time, they. Do not provide you a menu at first, but once they do and get the order. They will provide your order within like 20 minutes."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great place with great customer service 🔥🤙"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Superb service"
"Pizza Hut - Union Place","5","Good food"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","On of my favorite place"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good palce."
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Yummy"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","A great experience . Itz delicious. Cheese Balls amazing"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good place to eat"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","4","Good"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Good Service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Excellent service and prompt staff. Very nice ambience."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Convenience"
"Pizza Hut - Union Place","5","Excellent food and service."
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Food is delicious, service is not so great. Had bad experience 2 times now"
"Pizza Hut - Union Place","5","Very friendly place to have a pizza !!"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Food is very good but noisy than it should be"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","After a long time took a few kids out and had a fantastic service and kids enjoyed the food very much"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Fast service"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Great food, Great service"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","Delicious food and good service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Super place"
"Pizza Hut - Union Place","5","Nice for a family gathering. Very good staff and service. Not to mention amazing pizza"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","It's good"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Pity they are not having beer."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Food was great, but too noisy. They were playing songs on high volume."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Really good service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best pizzas great taste!!!"
"Pizza Hut - Union Place","5","Nice place"
"Pizza Hut - Union Place","5","Good place for taste pizzas. Friendly staff, very polite, always smiling faces, good and fast customer service.
Not too many crowded.. you can enjoy your pizza with your family or lover with peacefully...
You can arrange your birthday or other parties as well.. they will arrange separate section for it.
Highly recommended place..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good taste and super cool pizza hut
Nice place place to have dinner lunch with family and friends"
"Pizza Hut - Union Place","5","🍕 🍕 Great services"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Fabulous"
"Pizza Hut - Union Place","4","staff are friendly.  food is fast and tasty. superb cleaning.  excellent outlet than others."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5","Good pizza...affordable party packages"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Great place for get together.. good looking interior"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","One of oldest pizza hut in Sri Lanka"
"Pizza Hut - Union Place","5","Customer service was awesome!"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Nice food"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Wow"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Loving it"
"Pizza Hut - Union Place","5","Excrlent"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Very spacious. The staff is very efficient, and very friendly"
"Pizza Hut - Union Place","5","Good Pizza with Good People!"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best palcee to eat Pizza"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Staff is so cool and friendly. Food is amazing and cooked perfectly.no soggy crust of what so ever."
"Pizza Hut - Union Place","5","Very good place to have pizza. Spacious place and service is good."
"Pizza Hut - Union Place","5","Love it"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","2","This is biggest pizza hut have a visit in Sri Lanka 👍 plenty of parking available 👍 but when we want to order some food this is really hard to get someone to come to our table 👎 and the food is okay , the rice dish was good but the chicken wings are totally rip off 👎"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","At Union Place outlet there is a friendly and active staff. There's a large area than other pizzahut outlets. Parking available. Washrooms are far away."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place to have pizza in the area.
But the waiting time is high since it gets crowded usually.
The seating space is quite good and there's all the varieties of Pizzas you can choose.
This is their flagship outlet and most of the deliveries to the nearby requests are also fullfilled from here.
The only issue for me was the waiting time which took upto 30 minutes.
Other than that this place is recommendable !"
"Pizza Hut - Union Place","5","Big restaurant, ample of seating space. Ordered a triple meat fest pizza and relished it. Once u place the order you have to wait for about 15 to 20 min when the restaurant is not full so you may have to wait longer during busy hours. Otherwise is a thumbs up for me."
"Pizza Hut - Union Place","3","Taking orders and billing was too slow. I felt food is bit greesy"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","It's the first Pizza hut restaurant in Sri lanka"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best ever Pizza hut I have visited so far. Largest hut, different and creative interiors. Orders are taken at customer tables by the staffs. Highly recommended for families or friends or couples or whoever."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Nice place"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good place. This hut is totally different from other pizza hut. Nice place and has enough parking slots"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Super service"
"Pizza Hut - Union Place","4","BEST PIZZA HUT IN COLOMBO"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","I find the service and food standards to be the best of all pizza huts in Colombo"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1","All the food here belongs to halal, which I don't want to eat. We have to pay for their halal. Halal is unnecessary for someone who doesn't want halal. They should have put a notice infront of the restaurant saying, ""We serve halal only."""
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","❤️❤️❤️"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","1","Burnt wings"
"Pizza Hut - Union Place","5","Calm and quiet"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Great service"
"Pizza Hut - Union Place","4","Too much noices"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Everything about this was good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good atmosphere and friendly staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Service and ambiance is excellent. Good for groups and couples as well.
Parking available."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Very friendly staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good place to hang out"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","For a pizza hut this place is very upbeat. The staff is nice and friendly. The food is what you expect from pizza hut. The atmosphere is very vibrant. Good place for a couple of people to have dinner."
"Pizza Hut - Union Place","4","My best wishes to the service girl"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Staff is good."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Probably the best pizzahut outlet among pizza hut outlets in Sri Lanka. Great atmosphere."
"Pizza Hut - Union Place","5","The first Pizza hut outlet to be opened in the country still savours the original dishes. Service is great. Spacious dining"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place to eat"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Always the best place to hangout with friends"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Friendly hospitality. So happy"
"Pizza Hut - Union Place","5","Great service and quick food serving time"
"Pizza Hut - Union Place","5","Place is pretty awesome ❤️"
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Still got the vibe. Only thing is miss the old salad bar and the soups. As Union place outlet was a more cozy and family place throughout the years. Guess they lost the touch with the new look. Staff was superb and the food was good."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Nice to"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good and wrost service"
"Pizza Hut - Union Place","4","Pizza lover choice"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2","Not as I expected"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Friendly Staff.... 6 Star Service
Most probably the Best Pizza Hut in Colombo"
"Pizza Hut - Union Place","3","Place to spend valuable time and money."
"Pizza Hut - Union Place","2","ليس نفس مستوى بيتزاهت في الدول الاخرى ابداااااا"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best pizza and excellent service from union place crew . Good job guys keep it up 🔥"
"Pizza Hut - Union Place","4","They can cook pizza only by 15 minutes or so. Better to check online discount campaign or any promotions which they always have."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Spacious compare to other pizzahut outlets. Decent parking facility available."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","When you order pizza make sure you don't ask them to put extra cheese, coz no point of ... only it will add money to your bill but not cheese for your pizza. Other than that everything was quite good."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Love it 😍😋"
"Pizza Hut - Union Place","5","Nice staff, a posh place to have a great meal with your loved ones"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Food are good but they not allowed to buy and drink 2 liter beverages"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Excellent food...friendly staff....great place to dine... Good play area for kids"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Traditional pizza but no pork at all. Why is it?"
"Pizza Hut - Union Place","5","Nice place to visit
But if you are in hurry this is not the place to visit.✌️✌️✌️"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Crowded most of the times"
"Pizza Hut - Union Place","4","Friendly environment"
"Pizza Hut - Union Place","5","One of our usual stops. Food as always is great. Variety has improved though portion sizes have reduced. Service is always very attentive, friendly and efficient. On busy days the seating is a bit cramped up but all in all one of our favourite branches."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1","Hate"
"Pizza Hut - Union Place","4","good place to take your family to eat pizza for dinner. attention to the customer can improve a bit. nice place sny way."
"Pizza Hut - Union Place","5","Love this place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","Location"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Have a wonderful time"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place to eat the meals enjoing with your friends."
"Pizza Hut - Union Place","4","Service delayed thrice...hot and fresh products"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","The staff was really friendly. Food was not that great. Good atmosphere. And there is a play area in the back for all ages😉"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good customer care but took very long time to bring the food."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","😤😤😤"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","A good place to spend with your friends. Don't try the ice cream which is not worthy."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Junk food eat more fat more"
"Pizza Hut - Union Place","5","Staff is very help and entertaining"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5","The service was exceptional"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Best Pizza Place in Colombo"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Awesome food and awesome service best place to eat pizza in that area."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3","Customer service definitely needs improvement!"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Fascinating. Good food 🍽️🍻🤩😍✔️"
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","Pizza was ok. Dont try the fresh juices. Our experience was horrible. We even got seeds with the juice. Then you cant drink it. When you tell them. They blend the same and give you and feel oweful to consume that."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Great service"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place. Friendly staff. Very good service"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Friendly and efficient service. Great food and responsible staff. However, washrooms could be kept clean to improve for better customer service, since we found them stinking the last time we visited the place.
But all in all this is a very nice place to relax and enjoy a lovely pizza with a range of hot and cold beverages of your choice."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4","Good place for Pizza. Go when they have an offer."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Good for a quick Pizza in a hurry"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","Good place"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","3","Taste was not that good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4","Good food wide selection on menu"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Fine place to hang out. Friendly stuff. The first pizza hut established in sri lanka i guess.."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good service"
"Pizza Hut - Union Place","4","Great dining place"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","1","They skip out the meat and vegetables; it's mostly just a thin layer of cheese on a doughy oil soaked bread that's been tossed in the oven."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","I don't remember a time when this place wasn't crowded. As long as the place isn't fully packed, the seating and ordering process takes only 5 mins. Takes a while for the food to arrive but its (kinda) worth the wait! The staff is efficient, friendly, and helpful. Don't forget to ring the bell when you leave."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","It's nice"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Top place to visit, good food good service.."
"Pizza Hut - Union Place","5","good place"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Wow best pizza place ever. Great customer service. Tasty pizzas and loved by my family a lot."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Very good customer service"
"Pizza Hut - Union Place","5","Friendly staff, great food"
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","It has a good kids birthday room."
"Pizza Hut - Union Place","5","Best place to have PIZZA."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Wonderful noon with my girlfriend, we ate a nice cheesy pizza. It was really nice and delicious. With some extra pepper..."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","2",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good place to hand out"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4","Food is nice. Good and friendly service."
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","1",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Superb staff"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Good service.
Friendly staff.
Have good space.
Nice interior."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","3",
"Pizza Hut - Union Place","5","Good"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5","Good place...."
"Pizza Hut - Union Place","4","Staff is good, very attentive to children. Food is great."
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Pizza hut - union place is a fine restaurant!"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Busy but worth the wait everytime"
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Always a pleasure"
"Pizza Hut - Union Place","4",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5",
"Pizza Hut - Union Place","5","Best place for a office farewell party, food was really good and we tried the new additions to the menu cuttlefish pizza which was 👌"
"Pizza Hut - Union Place","4","Takes little time to get the food"
"Pizza Hut - Union Place","5",
